,purchase_date,item_name,item_price,customer_name
488,2019-07-14 17:32:00,상품A,100.0,김성윤
2743,2019-06-04 13:52:00,상품A,100.0,김강현
31,2019-06-29 10:01:00,상품A,100.0,김하민
2973,2019-07-13 21:38:00,상품A,100.0,김태윤
14,2019-06-11 12:57:00,상품A,,김재호
2523,2019-07-02 01:00:00,상품A,100.0,김승환
61,2019-02-11 17:00:00,상품A,100.0,김성윤
2518,2019-03-05 11:16:00,상품A,100.0,김규민
2732,2019-01-28 22:13:00,상품A,,김윤호
634,2019-02-23 01:45:00,상품A,100.0,김지운
363,2019-07-26 03:56:00,상품A,100.0,김이안
667,2019-03-16 17:23:00,상품A,,김주원
274,2019-07-27 01:45:00,상품A,100.0,김지운
1454,2019-01-16 07:35:00,상품A,100.0,김강현
1398,2019-06-13 02:20:00,상품A,100.0,김준서
1394,2019-07-07 21:49:00,상품A,,김은우
1576,2019-05-06 02:40:00,상품A,100.0,김은우
211,2019-02-12 02:52:00,상품A,100.0,김서후
1474,2019-04-11 02:22:00,상품A,,김선우
210,2019-07-08 04:17:00,상품A,100.0,김강현
2384,2019-04-27 02:50:00,상품A,100.0,김현서
117,2019-06-14 09:08:00,상품A,100.0,김가온
2352,2019-07-28 07:55:00,상품A,100.0,김승윤
130,2019-07-17 20:28:00,상품A,100.0,김현서
2297,2019-07-06 16:00:00,상품A,100.0,김태우
2278,2019-07-14 03:39:00,상품A,,김시우
1835,2019-06-20 12:57:00,상품A,100.0,김지후
2265,2019-05-23 03:08:00,상품A,100.0,김우진
1481,2019-03-10 03:52:00,상품A,100.0,김지완
1500,2019-02-28 17:25:00,상품A,100.0,김라온
1748,2019-05-19 20:22:00,상품A,100.0,김시훈
223,2019-06-25 08:13:00,상품A,100.0,김유진
1742,2019-06-13 16:03:00,상품A,100.0,김건희
1738,2019-02-10 00:28:00,상품A,100.0,김하랑
1721,2019-02-24 19:18:00,상품A,100.0,김은우
1708,2019-03-27 17:10:00,상품A,100.0,김준희
1498,2019-01-19 12:15:00,상품A,100.0,김승현
642,2019-04-15 12:39:00,상품A,100.0,김성빈
1684,2019-02-17 20:25:00,상품A,100.0,김경민
497,2019-02-11 03:54:00,상품A,100.0,김우진
1761,2019-05-04 14:44:00,상품A,100.0,김준후
1658,2019-03-23 20:08:00,상품A,100.0,김은율
1544,2019-01-21 11:49:00,상품A,100.0,김준호
1513,2019-04-04 18:58:00,상품A,100.0,김승후
234,2019-03-23 09:32:00,상품A,100.0,김찬우
2254,2019-05-14 21:09:00,상품A,100.0,김서후
1707,2019-03-25 21:42:00,상품A,100.0,김주한
2163,2019-05-02 04:38:00,상품A,100.0,김한결
872,2019-05-16 02:34:00,상품A,100.0,김주안
867,2019-03-20 02:16:00,상품A,100.0,김라온
859,2019-07-22 11:53:00,상품A,100.0,김시훈
411,2019-05-30 17:53:00,상품A,100.0,김승호
844,2019-03-15 09:14:00,상품A,,김강현
838,2019-06-24 05:06:00,상품A,,김시호
1343,2019-03-09 19:11:00,상품A,100.0,김수민
817,2019-02-18 09:24:00,상품A,100.0,김주영
801,2019-02-11 22:59:00,상품A,100.0,김유찬
728,2019-07-24 15:59:00,상품A,100.0,김태인
700,2019-04-05 09:21:00,상품A,100.0,김우준
696,2019-06-09 10:26:00,상품A,100.0,김유진
678,2019-02-01 02:42:00,상품A,100.0,김시윤
2171,2019-04-28 17:39:00,상품A,100.0,김연호
803,2019-04-01 18:01:00,상품A,100.0,김시훈
1344,2019-04-24 03:12:00,상품A,100.0,정영훈
706,2019-01-15 21:29:00,상품A,100.0,김예성
295,2019-01-26 13:30:00,상품A,100.0,김지환
300,2019-04-06 11:06:00,상품A,,김태인
2063,2019-05-25 12:51:00,상품A,,김재민
2039,2019-06-23 03:35:00,상품A,100.0,김도윤
171,2019-06-25 09:06:00,상품A,100.0,김주안
2015,2019-03-13 21:36:00,상품A,100.0,정도형
2002,2019-05-07 14:29:00,상품A,100.0,김수호
2059,2019-04-28 06:16:00,상품A,100.0,김현준
1954,2019-01-19 03:37:00,상품A,100.0,김도훈
1863,2019-07-27 06:05:00,상품A,100.0,김재호
1977,2019-02-28 04:11:00,상품A,,김서준
1892,2019-07-31 01:32:00,상품A,,김윤찬
2126,2019-01-22 17:19:00,상품A,100.0,김민재
1937,2019-02-13 07:28:00,상품A,,김시환
1902,2019-06-30 21:10:00,상품A,100.0,김태준
652,2019-03-27 19:50:00,상품B,200.0,김도경
459,2019-02-11 08:53:00,상품B,200.0,김현우
768,2019-03-15 22:52:00,상품B,200.0,김태영
457,2019-02-02 14:40:00,상품B,,김예준
2203,2019-04-24 14:29:00,상품B,200.0,김주원
2195,2019-01-20 05:58:00,상품B,,김성현
2267,2019-02-25 10:35:00,상품B,200.0,김도훈
641,2019-01-26 02:03:00,상품B,200.0,김성민
447,2019-04-02 08:45:00,상품B,200.0,김현우
2490,2019-06-07 10:22:00,상품B,200.0,김정민
895,2019-04-09 16:48:00,상품B,200.0,김지율
628,2019-03-23 11:03:00,상품B,200.0,김준후
1787,2019-05-01 21:24:00,상품B,200.0,김서율
2086,2019-05-14 00:41:00,상품B,200.0,김유준
691,2019-06-28 10:05:00,상품B,200.0,김민호
2070,2019-04-16 17:16:00,상품B,,김선우
2037,2019-07-05 22:16:00,상품B,200.0,김영준
890,2019-05-10 06:35:00,상품B,200.0,김준우
1126,2019-07-13 12:08:00,상품B,200.0,김우현
1100,2019-03-22 06:07:00,상품B,200.0,김시우
1183,2019-03-19 08:45:00,상품B,200.0,김현성
1449,2019-02-24 11:35:00,상품B,200.0,김준성
1181,2019-02-01 14:49:00,상품B,200.0,김민수
607,2019-06-22 01:38:00,상품B,200.0,김은호
1172,2019-04-12 01:58:00,상품B,200.0,김지운
671,2019-03-24 03:52:00,상품B,200.0,김다온
585,2019-04-25 19:50:00,상품B,,김승윤
2930,2019-01-11 07:19:00,상품B,200.0,김현수
2324,2019-05-17 00:44:00,상품B,200.0,김주환
2836,2019-03-25 09:43:00,상품B,200.0,김윤재
2935,2019-01-20 19:05:00,상품B,200.0,김준호
1848,2019-07-09 15:27:00,상품B,200.0,김성민
2565,2019-07-02 07:39:00,상품B,200.0,김정민
1988,2019-05-21 11:17:00,상품B,,김태우
1860,2019-02-17 01:46:00,상품B,200.0,김지완
1980,2019-04-05 11:23:00,상품B,200.0,김하준
856,2019-03-31 10:49:00,상품B,200.0,김은율
2913,2019-02-11 14:20:00,상품B,200.0,김재민
194,2019-03-03 02:06:00,상품B,200.0,김정원
1975,2019-07-10 09:51:00,상품B,200.0,김우현
799,2019-04-07 07:50:00,상품B,,김우진
2922,2019-04-11 04:02:00,상품B,,김찬영
1307,2019-06-05 07:52:00,상품B,200.0,김준후
1999,2019-02-17 22:28:00,상품B,200.0,김라온
2266,2019-02-25 07:58:00,상품B,200.0,김도윤
2416,2019-01-04 14:34:00,상품B,200.0,김민기
2425,2019-06-22 15:33:00,상품B,200.0,김우진
2359,2019-01-06 19:25:00,상품B,,김승원
101,2019-04-15 16:44:00,상품B,,김지호
544,2019-03-13 16:26:00,상품B,200.0,김민석
2340,2019-05-28 00:52:00,상품B,200.0,김현준
550,2019-02-11 20:42:00,상품B,200.0,김예준
2330,2019-06-10 10:27:00,상품B,200.0,김상민
551,2019-03-02 09:06:00,상품B,200.0,김태윤
2316,2019-05-14 18:09:00,상품B,200.0,김지민
1469,2019-04-11 15:55:00,상품B,200.0,김도윤
228,2019-03-16 22:28:00,상품B,200.0,김성민
1156,2019-05-02 15:15:00,상품B,200.0,김예준
1104,2019-02-20 19:32:00,상품B,200.0,김민건
2398,2019-07-30 17:38:00,상품B,,김상민
999,2019-04-11 16:11:00,상품B,200.0,김재민
212,2019-07-28 20:12:00,상품B,200.0,김건희
2628,2019-03-26 16:26:00,상품B,200.0,김승현
996,2019-03-27 21:16:00,상품B,200.0,김태경
2651,2019-07-12 04:58:00,상품B,200.0,김다온
1709,2019-07-12 15:32:00,상품B,200.0,김주안
983,2019-01-30 17:24:00,상품B,,김재윤
379,2019-04-11 16:38:00,상품B,200.0,김태현
380,2019-03-01 09:53:00,상품B,200.0,김성준
941,2019-04-30 07:48:00,상품B,200.0,김서윤
1033,2019-07-16 19:33:00,상품B,200.0,김이안
931,2019-06-07 06:50:00,상품B,200.0,김재윤
927,2019-07-10 14:28:00,상품B,200.0,김준수
390,2019-07-03 18:20:00,상품B,200.0,김민서
2632,2019-01-09 05:59:00,상품B,200.0,김승현
1654,2019-04-15 01:41:00,상품B,,김민호
2605,2019-01-24 14:52:00,상품B,200.0,김현우
241,2019-07-27 09:00:00,상품B,,김현수
2882,2019-04-18 16:44:00,상품B,,김유빈
1681,2019-06-25 03:12:00,상품B,200.0,김규민
1811,2019-03-15 06:06:00,상품B,200.0,김서윤
245,2019-06-07 00:03:00,상품B,200.0,김재희
1471,2019-05-16 13:20:00,상품B,200.0,김하민
1413,2019-06-11 12:52:00,상품B,200.0,김시완
1407,2019-03-23 23:07:00,상품B,200.0,김지혁
1698,2019-06-29 02:03:00,상품B,200.0,김승재
292,2019-05-20 18:00:00,상품B,200.0,김우진
1154,2019-04-17 18:30:00,상품B,,김지운
290,2019-05-24 07:01:00,상품B,200.0,김재준
1497,2019-06-18 20:34:00,상품B,200.0,김우주
1150,2019-07-08 20:15:00,상품B,200.0,김찬우
1143,2019-02-25 17:44:00,상품B,,김승주
1140,2019-03-17 00:02:00,상품B,200.0,김준영
905,2019-07-17 19:57:00,상품B,200.0,김승준
256,2019-03-09 04:08:00,상품B,200.0,김준희
1601,2019-04-09 05:13:00,상품B,200.0,김은호
1184,2019-05-31 21:05:00,상품B,200.0,김예성
2835,2019-05-18 22:59:00,상품B,200.0,김현준
285,2019-07-20 22:32:00,상품B,200.0,김도경
42,2019-07-29 00:17:00,상품B,200.0,김지원
2858,2019-04-08 00:10:00,상품B,200.0,김동욱
1312,2019-03-01 03:48:00,상품B,200.0,김승호
1209,2019-01-22 03:28:00,상품B,200.0,김민수
2759,2019-01-23 15:23:00,상품B,,김승호
1205,2019-01-16 18:49:00,상품B,200.0,김지한
1365,2019-03-19 22:29:00,상품B,200.0,정준기
2755,2019-01-29 15:29:00,상품B,,김시완
330,2019-07-02 20:42:00,상품B,200.0,김승주
1238,2019-02-26 11:06:00,상품B,200.0,김현우
1264,2019-05-25 07:57:00,상품B,200.0,김지민
321,2019-07-13 22:58:00,상품B,200.0,김동욱
46,2019-02-14 03:26:00,상품B,200.0,김유찬
1234,2019-07-02 11:03:00,상품B,200.0,김상민
1770,2019-04-26 15:35:00,상품C,300.0,김태영
1780,2019-05-16 15:58:00,상품C,300.0,김민찬
1306,2019-05-27 15:23:00,상품C,300.0,김지환
1759,2019-01-13 17:44:00,상품C,300.0,김은호
2180,2019-01-16 00:35:00,상품C,300.0,김동현
2192,2019-04-22 11:36:00,상품C,300.0,김도윤
1741,2019-02-13 23:16:00,상품C,300.0,김준석
1850,2019-06-02 07:52:00,상품C,300.0,김시호
222,2019-07-06 07:16:00,상품C,300.0,김태훈
144,2019-04-30 17:31:00,상품C,,김도현
1726,2019-04-28 05:37:00,상품C,,김규현
2280,2019-05-29 15:51:00,상품C,300.0,김서윤
1783,2019-04-05 08:26:00,상품C,300.0,김유빈
2623,2019-05-20 20:14:00,상품C,300.0,김재민
1798,2019-02-08 00:32:00,상품C,300.0,김민우
1608,2019-02-12 00:47:00,상품C,300.0,김시환
2235,2019-02-15 12:27:00,상품C,300.0,김현석
1694,2019-03-23 07:25:00,상품C,300.0,김가온
1515,2019-01-29 03:34:00,상품C,,김승재
2461,2019-02-13 00:26:00,상품C,300.0,김준형
2712,2019-03-19 16:17:00,상품C,300.0,김지안
2711,2019-06-09 04:56:00,상품C,300.0,김시호
1582,2019-05-21 18:07:00,상품C,300.0,김서후
257,2019-01-20 08:52:00,상품C,300.0,김유진
1589,2019-07-29 15:09:00,상품C,300.0,김승찬
2460,2019-04-04 09:26:00,상품C,300.0,김경민
1609,2019-02-26 04:55:00,상품C,300.0,김시호
250,2019-02-17 11:34:00,상품C,300.0,김대현
2587,2019-05-07 10:39:00,상품C,300.0,김서진
173,2019-02-13 00:04:00,상품C,300.0,김재훈
2124,2019-04-12 03:48:00,상품C,300.0,김태민
1495,2019-01-15 09:28:00,상품C,300.0,김동현
1442,2019-01-07 13:19:00,상품C,300.0,김승환
2726,2019-02-02 23:44:00,상품C,,김재훈
2024,2019-02-27 21:27:00,상품C,300.0,김지원
2299,2019-01-12 15:57:00,상품C,300.0,김도경
2301,2019-05-07 15:07:00,상품C,,김지원
1428,2019-07-18 06:57:00,상품C,300.0,김지오
1422,2019-07-26 14:59:00,상품C,,김라온
1824,2019-07-30 18:02:00,상품C,300.0,김성우
1890,2019-04-27 18:18:00,상품C,,김주호
2293,2019-06-12 04:51:00,상품C,,김윤재
2321,2019-04-03 02:29:00,상품C,300.0,김승우
2292,2019-03-23 00:41:00,상품C,300.0,김서율
1456,2019-04-27 14:10:00,상품C,300.0,김재혁
2291,2019-04-18 15:53:00,상품C,300.0,김우현
1479,2019-02-11 02:41:00,상품C,300.0,김은호
1484,2019-05-19 15:46:00,상품C,300.0,김재민
2337,2019-05-17 06:37:00,상품C,300.0,김승환
2533,2019-03-02 14:51:00,상품C,300.0,김지용
294,2019-07-24 11:26:00,상품C,300.0,김윤서
1947,2019-03-10 15:49:00,상품C,300.0,김우진
2392,2019-02-02 04:01:00,상품C,300.0,김성훈
1308,2019-04-24 01:31:00,상품C,300.0,김수혁
2388,2019-02-23 01:20:00,상품C,300.0,김가온
2806,2019-06-06 18:44:00,상품C,300.0,김세현
2420,2019-07-20 08:36:00,상품C,300.0,김현수
1332,2019-01-25 08:45:00,상품C,300.0,김도경
1946,2019-01-29 00:54:00,상품C,300.0,김지안
2329,2019-06-30 18:41:00,상품C,300.0,김선우
114,2019-02-12 22:35:00,상품C,,김대현
2381,2019-02-25 03:45:00,상품C,,김유빈
1996,2019-06-09 05:56:00,상품C,300.0,김준호
1356,2019-04-23 18:25:00,상품C,300.0,김승준
298,2019-05-14 08:42:00,상품C,300.0,김태준
195,2019-07-19 11:50:00,상품C,300.0,김재준
1778,2019-03-31 02:36:00,상품C,,김민기
183,2019-02-24 11:50:00,상품C,300.0,김지율
2872,2019-07-10 05:07:00,상품C,300.0,김예성
945,2019-06-02 11:39:00,상품C,,김민석
1016,2019-01-20 08:18:00,상품C,300.0,김유빈
597,2019-04-18 14:29:00,상품C,300.0,김지우
528,2019-03-24 12:35:00,상품C,300.0,김지오
466,2019-03-17 07:49:00,상품C,300.0,김태준
915,2019-04-09 18:43:00,상품C,300.0,김민혁
876,2019-03-12 14:52:00,상품C,300.0,김현수
538,2019-02-15 09:46:00,상품C,300.0,정도형
537,2019-07-10 23:10:00,상품C,300.0,김수혁
479,2019-04-26 17:10:00,상품C,300.0,김주안
519,2019-01-04 02:25:00,상품C,300.0,김예준
2906,2019-02-24 18:54:00,상품C,300.0,김준석
505,2019-07-24 10:19:00,상품C,300.0,김재호
724,2019-03-12 20:09:00,상품C,300.0,김시호
1271,2019-07-06 08:33:00,상품C,300.0,김민우
500,2019-07-06 11:04:00,상품C,300.0,김지오
2818,2019-04-02 15:36:00,상품C,300.0,김은찬
1286,2019-01-30 10:27:00,상품C,300.0,김현수
870,2019-07-06 16:39:00,상품C,300.0,김연호
1294,2019-03-31 23:41:00,상품C,,정영훈
2992,2019-07-27 10:13:00,상품C,,김동하
917,2019-04-25 12:17:00,상품C,300.0,김윤우
1188,2019-03-16 01:46:00,상품C,300.0,김민재
596,2019-06-30 20:05:00,상품C,300.0,김민석
1200,2019-04-23 23:11:00,상품C,300.0,김우영
1202,2019-01-04 09:03:00,상품C,300.0,김이안
1206,2019-03-06 09:51:00,상품C,300.0,김민서
575,2019-03-02 20:16:00,상품C,300.0,김승현
2686,2019-02-23 15:54:00,상품C,300.0,김현민
2993,2019-01-25 03:57:00,상품C,300.0,김이안
782,2019-03-27 11:07:00,상품C,300.0,김민재
852,2019-02-21 04:51:00,상품C,,김현승
721,2019-02-17 13:42:00,상품C,,김지율
1047,2019-05-15 21:50:00,상품C,300.0,김승우
2038,2019-01-05 17:35:00,상품C,300.0,김수현
1956,2019-04-12 08:46:00,상품C,300.0,김이준
357,2019-01-11 10:43:00,상품C,300.0,김우빈
1113,2019-05-18 15:43:00,상품C,,김동현
2879,2019-06-09 16:13:00,상품C,300.0,김주혁
1028,2019-05-11 23:23:00,상품C,300.0,김재준
837,2019-02-14 02:29:00,상품C,300.0,김준형
627,2019-02-10 17:29:00,상품C,300.0,김도윤
417,2019-04-10 09:05:00,상품C,,김준혁
1157,2019-03-30 01:13:00,상품C,300.0,김이안
453,2019-04-02 20:25:00,상품C,300.0,김태현
629,2019-05-15 21:37:00,상품C,300.0,김동우
828,2019-04-09 23:43:00,상품C,300.0,김라온
994,2019-01-20 17:17:00,상품C,300.0,김지민
1363,2019-01-19 15:12:00,상품C,300.0,김성빈
827,2019-02-24 01:07:00,상품C,,김현성
640,2019-05-17 10:59:00,상품C,300.0,김승우
2940,2019-07-15 21:21:00,상품C,300.0,김우찬
1071,2019-02-07 02:26:00,상품C,300.0,김도원
1090,2019-06-01 02:27:00,상품C,300.0,김지안
2867,2019-07-09 05:42:00,상품C,300.0,김강현
791,2019-01-04 16:02:00,상품C,300.0,김현우
2860,2019-03-16 23:24:00,상품C,300.0,김동우
2936,2019-02-26 00:58:00,상품C,300.0,김규민
1112,2019-06-17 19:16:00,상품C,300.0,김지호
2986,2019-03-12 19:34:00,상품C,300.0,김정후
15,2019-04-21 00:11:00,상품C,300.0,김지율
1115,2019-05-15 18:33:00,상품C,300.0,김은율
647,2019-03-02 07:12:00,상품C,300.0,정영훈
672,2019-03-07 20:23:00,상품C,,김태인
864,2019-04-26 13:34:00,상품D,400.0,김우빈
865,2019-05-11 10:22:00,상품D,400.0,김범준
1862,2019-01-28 19:28:00,상품D,400.0,김태영
2904,2019-04-12 05:41:00,상품D,400.0,김승호
1851,2019-01-23 12:40:00,상품D,400.0,김은호
1844,2019-01-06 02:09:00,상품D,400.0,김은혁
894,2019-05-02 02:19:00,상품D,400.0,김지완
1837,2019-07-16 22:02:00,상품D,400.0,김찬우
2884,2019-02-22 17:50:00,상품D,400.0,김지우
918,2019-07-26 04:57:00,상품D,,김재준
910,2019-04-29 14:03:00,상품D,400.0,김상민
1846,2019-01-17 17:46:00,상품D,400.0,김지민
1814,2019-02-17 03:05:00,상품D,400.0,김연준
1936,2019-07-01 13:28:00,상품D,400.0,김정원
1881,2019-06-09 11:38:00,상품D,,정도형
2919,2019-06-24 11:02:00,상품D,400.0,김지용
2580,2019-05-04 11:51:00,상품D,400.0,김도원
1912,2019-03-20 03:49:00,상품D,400.0,김시환
1695,2019-03-31 12:47:00,상품D,400.0,김지민
2685,2019-02-08 21:08:00,상품D,400.0,김유찬
2561,2019-01-25 04:12:00,상품D,400.0,김현우
1669,2019-02-24 13:55:00,상품D,400.0,김도원
1303,2019-07-17 13:31:00,상품D,400.0,김유준
2808,2019-03-19 06:00:00,상품D,400.0,김지혁
1330,2019-03-31 09:41:00,상품D,,김우찬
925,2019-05-21 09:45:00,상품D,400.0,김예찬
1338,2019-03-31 11:35:00,상품D,400.0,김도현
1339,2019-03-17 05:57:00,상품D,400.0,김승준
2916,2019-01-27 19:11:00,상품D,400.0,김민호
1777,2019-02-27 18:54:00,상품D,400.0,김윤서
351,2019-07-25 21:42:00,상품D,400.0,김다온
2877,2019-02-08 19:01:00,상품D,400.0,김지혁
451,2019-04-08 12:50:00,상품D,400.0,김지호
1269,2019-05-22 12:00:00,상품D,400.0,김승준
56,2019-06-02 05:32:00,상품D,400.0,김선우
410,2019-02-25 11:16:00,상품D,400.0,김정민
365,2019-03-19 02:02:00,상품D,400.0,김지오
385,2019-07-27 21:50:00,상품D,400.0,김지오
458,2019-03-22 10:08:00,상품D,400.0,김대현
475,2019-04-01 13:25:00,상품D,,김유찬
186,2019-04-18 06:11:00,상품D,400.0,김준서
203,2019-01-15 06:22:00,상품D,400.0,김승우
163,2019-04-20 01:54:00,상품D,400.0,김민건
204,2019-06-25 06:16:00,상품D,400.0,김지환
478,2019-02-11 15:51:00,상품D,400.0,김유진
2613,2019-07-18 05:34:00,상품D,400.0,김준석
461,2019-05-06 21:59:00,상품D,400.0,김윤서
140,2019-07-29 18:23:00,상품D,400.0,김상현
73,2019-06-23 14:25:00,상품D,400.0,김주영
468,2019-04-20 14:29:00,상품D,400.0,김준석
279,2019-06-14 19:39:00,상품D,400.0,김하율
2998,2019-07-21 00:31:00,상품D,400.0,정준기
1668,2019-04-05 05:29:00,상품D,400.0,김성준
1693,2019-04-14 07:14:00,상품D,400.0,김은성
1696,2019-05-28 02:01:00,상품D,400.0,김이안
2663,2019-06-15 11:35:00,상품D,400.0,김민수
1735,2019-05-27 23:26:00,상품D,400.0,김주안
1743,2019-01-22 00:13:00,상품D,400.0,김정원
974,2019-02-05 22:18:00,상품D,400.0,김은율
969,2019-05-20 03:59:00,상품D,400.0,김성빈
476,2019-06-06 12:58:00,상품D,400.0,김민서
1266,2019-05-26 12:11:00,상품D,400.0,김현서
441,2019-02-01 13:19:00,상품D,400.0,김지성
2770,2019-06-30 18:09:00,상품D,400.0,김강현
620,2019-04-04 12:58:00,상품D,400.0,김승찬
2264,2019-03-30 05:49:00,상품D,400.0,김은혁
2435,2019-04-30 16:52:00,상품D,400.0,김동하
669,2019-04-25 10:32:00,상품D,400.0,김태민
601,2019-03-28 15:01:00,상품D,400.0,김강현
2285,2019-05-07 21:19:00,상품D,,김승윤
2427,2019-06-22 04:59:00,상품D,400.0,김태윤
563,2019-04-09 15:56:00,상품D,400.0,김민우
2348,2019-07-26 20:35:00,상품D,400.0,김시우
2361,2019-07-03 02:12:00,상품D,400.0,김민준
2383,2019-02-27 15:43:00,상품D,400.0,김지율
523,2019-02-02 07:17:00,상품D,,김도현
2424,2019-06-25 11:30:00,상품D,400.0,김찬영
507,2019-05-31 00:45:00,상품D,400.0,김정현
663,2019-06-01 20:10:00,상품D,400.0,김민건
1305,2019-07-06 22:22:00,상품D,400.0,김승민
796,2019-04-17 10:34:00,상품D,400.0,김유준
2073,2019-01-13 07:54:00,상품D,400.0,김우현
2068,2019-04-17 20:40:00,상품D,400.0,김재민
2535,2019-04-20 05:06:00,상품D,400.0,김현우
2502,2019-02-19 11:29:00,상품D,400.0,김민혁
781,2019-01-07 19:27:00,상품D,400.0,김지완
2513,2019-07-12 08:38:00,상품D,400.0,김다온
2960,2019-02-17 04:24:00,상품D,400.0,김재준
731,2019-06-18 21:22:00,상품D,400.0,김태우
2091,2019-02-17 00:41:00,상품D,400.0,김지안
2119,2019-06-04 07:08:00,상품D,400.0,김도영
626,2019-07-08 16:27:00,상품D,400.0,김현준
2244,2019-01-04 01:48:00,상품D,400.0,김하진
741,2019-03-15 09:19:00,상품D,400.0,김지안
2210,2019-01-22 00:58:00,상품D,400.0,김동건
630,2019-05-21 14:30:00,상품D,400.0,김재혁
1348,2019-02-22 10:35:00,상품D,400.0,김다온
2824,2019-06-09 00:53:00,상품D,400.0,김민준
2826,2019-03-14 10:37:00,상품D,400.0,김민우
2414,2019-03-07 00:47:00,상품D,400.0,김경민
1410,2019-03-22 00:04:00,상품D,400.0,김지후
1415,2019-02-02 23:24:00,상품D,400.0,김하진
1440,2019-03-04 10:26:00,상품D,400.0,김승준
1185,2019-01-13 04:57:00,상품D,,김현서
1443,2019-05-20 18:28:00,상품D,400.0,김태경
1447,2019-04-03 13:16:00,상품D,400.0,김수민
2748,2019-07-07 11:38:00,상품D,400.0,김민혁
1459,2019-06-03 23:20:00,상품D,400.0,김지환
2840,2019-02-13 13:06:00,상품D,400.0,김예성
2803,2019-02-25 00:37:00,상품D,400.0,김도하
2714,2019-07-03 03:17:00,상품D,,김우영
2747,2019-07-21 17:36:00,상품D,400.0,김찬영
2961,2019-06-13 23:11:00,상품D,400.0,김연준
2130,2019-02-16 22:24:00,상품D,400.0,김수민
614,2019-01-29 03:19:00,상품D,400.0,김하윤
2263,2019-01-03 05:14:00,상품D,,김정현
886,2019-02-09 09:06:00,상품D,400.0,김승현
2144,2019-04-30 08:39:00,상품D,400.0,김주한
2688,2019-03-30 01:31:00,상품D,400.0,김윤서
1552,2019-06-25 11:15:00,상품D,400.0,김민규
2564,2019-01-23 04:16:00,상품D,400.0,김준후
1602,2019-06-18 23:17:00,상품D,400.0,김민서
2193,2019-01-01 18:11:00,상품D,400.0,김하윤
1630,2019-04-29 18:25:00,상품D,,김주안
